problem,noise_level,sample_size,mean_MSE_obs_train,std_MSE_obs_train,MAD_MSE_obs_train,min_MSE_obs_train,std_MSE_obs_train_inliers,n_filtered_out,n_total,n_inliers
new_3_4,0.001,32,1.5677269820543769,4.208208083598279,0.35942590893936005,0.0055030358880024995,0.317101692418338,34,200,166
new_3_4,0.001,128,0.5200144108775071,2.615455162872538,0.015578715988879251,0.0008427403194000999,0.011944344472733202,59,200,141
new_3_4,0.001,512,0.20853225567604683,0.3346768673657862,0.038414569708811165,0.0179965847068225,0.031771797997202304,56,200,144
new_3_4,0.001,2048,0.1500366160964499,0.17506951693293188,0.0680461159119776,0.016307532630902503,0.05872006535200151,44,200,156
new_3_4,0.01,32,1.1610256414557585,3.1803579492473273,0.36281056631282377,0.0051016249064356,0.3083415936797583,32,200,168
new_3_4,0.01,128,0.7671280813970293,3.3047551335294427,0.02771447614446565,0.0047249373897124,0.0184282574475979,68,200,132
new_3_4,0.01,512,0.21780337870204164,0.3497003174236136,0.047116281661465045,0.017350885502017598,0.029229740965241786,63,200,137
new_3_4,0.01,2048,0.14959682682824624,0.16861423393950323,0.0656487252664692,0.0219893339097601,0.057284206443969914,42,200,158
new_3_4,0.1,32,1.7454522499861553,3.84520116501307,0.2897275451008799,0.15663196946370492,0.22259914507782824,62,200,138
new_3_4,0.1,128,1.3354597930741272,1.8104547286104262,0.24474973104920367,0.29897624208384005,0.17325351502613784,60,200,140
new_3_4,0.1,512,0.9623947531672888,0.2663212871483547,0.062161426106645046,0.7475886164724849,0.0435469980829888,64,200,136
new_3_4,0.1,2048,0.9464369417441416,0.15600505524018787,0.07137532789224715,0.7807866018136901,0.0559418446564927,54,200,146
