problem,noise_level,sample_size,a0,a1,a2,a3,a4,b0,RMSE_obs_train,R2_obs_train,NRMSEr_obs_train,NRMSEm_obs_train,RMSE_obs_test,R2_obs_test,NRMSEr_obs_test,NRMSEm_obs_test,RMSE_clean_train,R2_clean_train,NRMSEr_clean_train,NRMSEm_clean_train,RMSE_clean_test,R2_clean_test,NRMSEr_clean_test,NRMSEm_clean_test,RMSE_obs_test_x0OOD,R2_obs_test_x0OOD,NRMSEr_obs_test_x0OOD,NRMSEm_obs_test_x0OOD,RMSE_obs_test_x1OOD,R2_obs_test_x1OOD,NRMSEr_obs_test_x1OOD,NRMSEm_obs_test_x1OOD,RMSE_obs_test_x0x1OOD,R2_obs_test_x0x1OOD,NRMSEr_obs_test_x0x1OOD,NRMSEm_obs_test_x0x1OOD,RMSE_clean_test_x0OOD,RMSE_clean_test_x1OOD,RMSE_clean_test_x0x1OOD,estimated_param_name,hessian_train_loss_autodiff,hessian_train_loss_finite_diff,estimated_param_mean,estimated_param_median,estimated_param_diameter,estimated_param_diameter_95,estimated_param_std,a5
new_3_4,0.1,32,,,,2.0970618933802143e-05,,0.5211065226775626,5.470754,4.172325e-07,0.2927408,1.0498314,7.305653,-0.014788747,0.21939093,1.1990197,5.541664,-1.66893e-06,0.29107302,1.0649878,7.2275414,-0.014611125,0.23384352,1.1890513,49.675564,-10.320788,0.93179035,0.94365007,7.671797,-0.019496202,0.2396436,1.2231826,49.141376,-10.454813,0.90353334,0.9421552,49.66236,7.6522527,49.16755,a3,1.1390936374664307,0.3308704386029149,-5.174389366629954e-07,2.3884962490930486e-07,4.8347094853795625e-05,2.7982879667667156e-05,6.08679594947856e-06,
new_3_4,0.1,128,,,,2.1517506470836167e-05,,0.5303853191168559,6.541385,4.172325e-07,0.21753927,1.233323,7.215343,-0.005162239,0.22359708,1.2395467,6.468053,-0.00016736984,0.22685288,1.2005379,7.1693497,-0.0051333904,0.23637699,1.2326456,49.540844,-10.520979,0.9139501,0.94102025,7.2432327,-0.017293453,0.2205058,1.1592395,50.37655,-10.329257,0.9303615,0.9432791,49.488342,7.2165174,50.354107,a3,1.4118455648422241,1.2158741711232324,4.170445580459275e-07,3.1202278103341554e-07,6.98666479376775e-05,4.0634840426045926e-05,8.29362841644118e-06,
new_3_4,0.1,512,,,,1.9152030911406825e-05,,0.5170451228612639,6.6955743,5.9604645e-08,0.20144427,1.2949654,7.173213,-0.00957036,0.2149126,1.222247,6.6196804,-3.4689903e-05,0.2141696,1.2900251,7.122682,-0.01083231,0.23123638,1.2056391,49.911373,-10.120314,0.92427397,0.94556284,7.192279,-0.010257363,0.211963,1.220026,49.785828,-10.62313,0.92523324,0.9435126,49.874676,7.1399403,49.730827,a3,1.4357620477676392,1.253351712193762,6.686856142363399e-07,6.000259294664946e-08,6.0242634164264786e-05,2.411616901071732e-05,6.874946947470166e-06,
new_3_4,0.1,2048,,,,4.339816346400104e-05,,0.5762678057492135,7.1343613,3.5762787e-07,0.20452994,1.2380216,7.1850104,-0.00011408329,0.21364278,1.230416,7.0595407,-9.417534e-06,0.22816257,1.2203612,7.1644716,-0.00010180473,0.23229481,1.227833,48.900608,-9.9529915,0.8822695,0.9336167,6.9707527,-4.172325e-06,0.21491204,1.206611,50.047215,-10.632084,0.9261156,0.9335366,48.89862,6.8882256,50.042957,a3,1.4136295318603516,1.5085663775948888,1.3749398854224874e-06,1.0019789971361265e-06,0.00011267290124497055,6.713234642759236e-05,1.749077922961865e-05,
new_3_5,0.0001,32,,,,,5.403598025358835,0.5060854478482083,5.537453,0.0014646649,0.29087085,1.0641769,7.2252927,-0.013968587,0.23377295,1.1886784,5.537602,0.0014638901,0.29085967,1.0642071,7.225252,-0.0139683485,0.23376945,1.1886747,49.651432,-10.308468,0.9464227,0.9434442,7.647369,-0.01932478,0.25477308,1.2140896,49.134266,-10.474049,0.95356745,0.94144535,49.651424,7.6473837,49.134296,a4,-0.0035046334378421307,-0.01386026771846263,27.56043970716327,-1.814774460207507,138.7343654668907,128.72148242822217,43.47929499995362,
new_3_5,0.0001,128,,,,,4.556159416859512,0.520701784561882,6.4559846,0.0035706162,0.22643727,1.1983166,7.161017,-0.0027999878,0.23613061,1.2312119,6.455955,0.0035706162,0.22642857,1.1982924,7.161022,-0.0027998686,0.23610243,1.2312138,49.40227,-10.541593,0.9425752,0.9390715,7.2020016,-0.012213707,0.24073587,1.15833,50.237057,-10.335521,0.97158724,0.9408315,49.40222,7.2020245,50.237038,a4,-0.01090947724878788,0.025555204483696987,25.41074074525751,-1.5044047466284023,151.52589552430794,132.44287407657964,45.237036250925726,
new_3_5,0.0001,512,,,,,-9.284000492590089,0.5240348897679789,6.6142545,0.0016089082,0.21399626,1.288958,7.2332287,-0.0424515,0.23482974,1.2243592,6.6142383,0.0016089082,0.21399353,1.2889645,7.233231,-0.042453527,0.23482533,1.2243515,49.889797,-10.176856,0.94840616,0.9455931,7.144005,-0.01223588,0.23821962,1.2071496,49.767048,-10.57295,0.9632594,0.9443291,49.889763,7.1440015,49.767,a4,-0.16367773711681366,-0.16331407657446398,16.20839649459998,-0.8512770835590564,96.58815947275502,90.34021457221053,29.51115888200373,
new_3_5,0.0001,2048,,,,,4.217586040956915,0.5585053213851054,7.0529313,0.0018675327,0.22794227,1.2192233,7.162785,0.0003567338,0.23224586,1.2275431,7.052912,0.0018675923,0.22794834,1.2192153,7.1628284,0.0003567338,0.23224153,1.2275515,48.877026,-9.9436865,0.92838174,0.933199,6.888596,-0.00010228157,0.2295301,1.1974951,49.986176,-10.621235,0.96822697,0.9324166,48.877033,6.8885703,49.98618,a4,-0.0050840796902775764,0.007027238632345882,8.930432674268914,-0.6742931313087338,79.29025921323132,65.10028917367616,20.01660508536858,
new_3_5,0.001,32,,,,,4.544251763877657,0.503638434514127,5.535022,0.0018681288,0.29091424,1.0636958,7.224919,-0.013762116,0.2337725,1.1885912,5.536511,0.0018573403,0.29080236,1.0639974,7.2245054,-0.013758898,0.23374529,1.1885518,49.64703,-10.306752,0.94646496,0.9433583,7.6457987,-0.018932581,0.25463122,1.2138869,49.12393,-10.469309,0.95342016,0.9412525,49.646954,7.645943,49.124252,a4,-0.005397597327828407,-0.019822462774002257,25.866233231539983,-1.8147726136656375,148.92362857294776,132.26414635860803,44.82622020663623,
new_3_5,0.001,128,,,,,5.400751400141833,0.523349987000545,6.4580894,0.0030052662,0.22658014,1.198875,7.1613774,-0.0029141903,0.23630676,1.231265,6.457787,0.0030049682,0.22649282,1.1986325,7.161428,-0.002913475,0.23611581,1.2312837,49.40411,-10.542035,0.9428712,0.9391002,7.202661,-0.012466073,0.24095725,1.1583846,50.24467,-10.338638,0.97201467,0.94097257,49.40366,7.2028885,50.24452,a4,-0.007039396092295647,-0.012811766983888357,23.760265486602012,-1.5044047623734569,138.40795475781343,108.55775721792496,41.22841110851868,
new_3_5,0.001,512,,,,,-9.283986740056738,0.5240699721423425,6.614401,0.0016096234,0.2140209,1.2888982,7.2330847,-0.042395234,0.23486538,1.2244073,6.6142387,0.001608789,0.21399355,1.2889646,7.233102,-0.042416334,0.23482114,1.2243296,49.88973,-10.176554,0.9482431,0.9455878,7.1439977,-0.012218356,0.23812915,1.2071905,49.76714,-10.573717,0.9632278,0.9443202,49.889435,7.143963,49.766666,a4,-0.16406311094760895,-0.16698224649623833,16.42822205456289,-0.8512770835544695,122.46033306684697,99.89400245933176,30.99988648033666,
new_3_5,0.001,2048,,,,,4.217591610010201,0.5584855215431278,7.0531106,0.0018673539,0.22783759,1.2192961,7.1623993,0.00035637617,0.23228396,1.2274686,7.052912,0.0018675923,0.22794834,1.2192153,7.1628304,0.00035631657,0.23224159,1.2275518,48.87715,-9.944122,0.92829573,0.9332011,6.8888326,-0.00010097027,0.22942823,1.19749,49.98633,-10.62155,0.9684698,0.93241924,48.877224,6.8885684,49.98637,a4,-0.005082456395030022,-0.011621223159448942,8.341212672618083,-0.6742931283981072,92.72587964734487,70.88641086037273,20.1450868624603,
new_3_5,0.01,32,,,,,4.552159811256131,0.5037332385101146,5.5223055,0.0019603968,0.2919642,1.061113,7.2289033,-0.013769269,0.23321846,1.1889894,5.536523,0.0018529296,0.290803,1.0639998,7.2244325,-0.013738394,0.23374292,1.1885399,49.647125,-10.309418,0.9477302,0.9433373,7.644735,-0.018827558,0.2531419,1.2141844,49.12055,-10.468305,0.9520502,0.9412393,49.646355,7.645866,49.123714,a4,-0.005722098983824253,0.002306496369462307,22.104814075431886,-1.8147730537116704,178.82194423700523,113.16982293472522,40.072113962721296,
new_3_5,0.01,128,,,,,4.556152075169669,0.5198725380304412,6.45937,0.003574729,0.22558759,1.2007931,7.161474,-0.0029449463,0.23684381,1.2311915,6.4559603,0.0035689473,0.22642876,1.1982934,7.16152,-0.0029392242,0.23611884,1.2312994,49.41474,-10.542472,0.9437338,0.93924063,7.2011085,-0.012573838,0.24073325,1.1576201,50.246605,-10.3359995,0.9714243,0.940994,49.410145,7.20294,50.244957,a4,-0.010985687375068665,-0.03916519850203871,21.903373993267646,-1.5043990758746295,133.96795344692242,117.63170900638512,41.52566370244798,
new_3_5,0.01,512,,,,,-3.167101401985926,0.5402399635423951,6.616153,0.0016926527,0.21362014,1.2883577,7.522434,-0.12716162,0.24373868,1.2741438,6.614377,0.0015670061,0.21399802,1.2889916,7.5224395,-0.12748158,0.24421443,1.273305,49.889526,-10.173407,0.9466247,0.9455445,7.149986,-0.013633966,0.23615855,1.2086235,49.81587,-10.603286,0.9638377,0.945139,49.886448,7.1492114,49.811024,a4,40.8542366027832,40.89097647459137,14.188929106894312,-0.8512770835567057,104.98914142275692,87.98643479813016,27.474602997196737,
new_3_5,0.01,2048,,,,,4.217576219934744,0.5582866512638202,7.0554037,0.0018646717,0.22585885,1.2201117,7.159114,0.00035244226,0.23149313,1.2268214,7.052912,0.0018675327,0.22794834,1.2192153,7.1628447,0.00035220385,0.23224205,1.2275542,48.878513,-9.948124,0.9274381,0.9332242,6.8917074,-8.904934e-05,0.22793262,1.1975279,49.987946,-10.624335,0.9680908,0.9324478,48.87912,6.888549,49.98827,a4,-0.005066397599875927,-0.0014288788413208727,9.098968218015173,-0.6669705332921351,98.9915567998195,72.54542422016515,21.096521397422055,
new_3_5,0.1,32,,,,,5.403599397846741,0.5068425366160735,5.4644403,0.0023073554,0.29240292,1.0486199,7.3024354,-0.013895035,0.2192943,1.1984916,5.537607,0.0014619827,0.29085994,1.0642081,7.2243514,-0.013715506,0.2337403,1.1885265,49.65735,-10.312488,0.93144864,0.94330406,7.666052,-0.017969966,0.23946415,1.2222666,49.1009,-10.435949,0.9027891,0.94137913,49.6442,7.6463447,49.127064,a4,-0.005778813734650612,-0.019885107710133985,22.999781924296506,-1.8147748360380502,121.21729535641904,113.4477684492928,39.07333265283302,
new_3_5,0.1,128,,,,,4.5561839629460446,0.512334357021026,6.5297036,0.0035687685,0.21715078,1.2311206,7.2124095,-0.0043451786,0.22350617,1.2390426,6.456498,0.0034028888,0.22644763,1.1983932,7.1664834,-0.00432992,0.23628248,1.2321528,49.53472,-10.518131,0.91383713,0.94090396,7.2382627,-0.01589787,0.2203545,1.158444,50.339394,-10.312552,0.9296753,0.9425834,49.482193,7.211695,50.316944,a4,-0.01167774572968483,-0.014705514331603359,24.11457560401917,-1.504402453922569,153.59813072780676,131.5552953218809,44.594604398998946,
new_3_5,0.1,512,,,,,-3.1671014510080027,0.5437526846416659,6.686303,0.0027675033,0.20116533,1.2931722,7.561553,-0.12184048,0.22654743,1.2884164,6.614491,0.0015326142,0.2140017,1.2890137,7.5191293,-0.12648952,0.24410696,1.2727448,49.89033,-10.110939,0.92388433,0.9451642,7.197356,-0.011684179,0.21211264,1.2208873,49.83246,-10.644914,0.92609984,0.9443963,49.852932,7.145211,49.777447,a4,38.85532760620117,38.92143010768976,17.25308449769455,-0.8512770849486173,135.2559190740019,110.38485846850607,31.808212421735934,
new_3_5,0.1,2048,,,,,4.547883844899715,0.5576714562821006,7.128345,0.0016862154,0.20435748,1.2369776,7.183675,0.00025773048,0.21360306,1.2301873,7.053416,0.001725018,0.22796461,1.2193024,7.163146,0.0002681613,0.23225182,1.2276059,48.900227,-9.952819,0.88226265,0.9336094,6.970765,-7.748604e-06,0.21491243,1.2066132,50.014862,-10.617051,0.92551684,0.93293315,48.898247,6.8883595,50.01061,a4,-0.004319574683904648,-0.0017938878393750344,8.76659002940924,-0.9413274323530101,78.1912047176798,71.75837620006445,20.02629965097286,
new_4_1,0.0001,32,0.0193581243768433,,,,,2.9795164762870257,39.12912,0.022162199,0.25564283,1.3222618,55.493767,0.00043934584,0.23286326,1.3959877,39.127758,0.022161484,0.25565502,1.3221929,55.49392,0.00044077635,0.23286465,1.3959974,324.32767,-7.300626,0.8338996,0.9749888,54.527046,-0.0040494204,0.23108989,1.3424076,326.75125,-7.6634245,0.8411385,0.9730399,324.32782,54.52698,326.7509,a0,832.209716796875,819.3122953343845,0.01935725153158596,0.019357288531937952,2.5631609197988847e-06,1.1959797433999664e-06,3.0835380010800353e-07,
new_4_1,0.0001,128,-0.0096229646313889,,,,,4.191948336842958,56.569515,0.014661193,0.24096784,1.3460408,53.49103,0.007840514,0.22449897,1.3813064,56.568787,0.014660418,0.24097677,1.3460542,53.490967,0.007841051,0.22451563,1.381297,321.8467,-7.0435066,0.82820106,0.9558916,56.93425,0.0035806894,0.24039897,1.3004439,317.25815,-7.250473,0.8169671,0.95280486,321.8467,56.93409,317.25842,a0,1425.2332763671875,1440.8589995582588,-0.009625904024338439,-0.00962595014243315,4.837240790599856e-06,3.3105637174991875e-06,6.296712756324354e-07,
new_4_1,0.0001,512,0.0066269922767835,,,,,3.559209517081757,50.640217,0.01650697,0.2146651,1.424006,54.86013,0.019482553,0.23081747,1.3543775,50.640377,0.016507268,0.21466273,1.4240123,54.85982,0.019484222,0.23082109,1.3543819,326.71762,-7.1735535,0.8384745,0.9662133,56.13204,0.012758255,0.23885661,1.357961,318.62186,-7.1817284,0.81866336,0.9638277,326.71747,56.13195,318.622,a0,1220.23779296875,1227.6444344934134,0.006624792416833023,0.0066246788280597,2.7496492369999057e-06,1.4170796855004705e-06,4.276268718301907e-07,
new_4_1,0.0001,2048,0.0007931002077156,,,,,3.868100769720281,52.93504,0.016297817,0.22232096,1.3672725,53.747883,0.01403141,0.23130777,1.4123176,52.93512,0.016297877,0.2223152,1.3672705,53.74823,0.01403147,0.23129801,1.4123204,318.1637,-7.63095,0.81625926,0.9545774,54.14378,0.02125752,0.22803684,1.3754897,319.49066,-6.9513507,0.82061404,0.9598381,318.16348,54.14398,319.49084,a0,1322.37158203125,1325.16229950852,0.000791627590109852,0.0007916894746738,6.789948084899968e-06,2.6072797935000657e-06,7.593156789920023e-07,
new_4_1,0.001,32,0.0193581638373067,,,,,2.979055575906894,39.141445,0.022167504,0.25553367,1.3228842,55.493206,0.00039744377,0.23284124,1.3959216,39.127758,0.022161365,0.25565502,1.3221929,55.494724,0.0004117489,0.23286802,1.3960176,324.33072,-7.300482,0.8337709,0.97500414,54.528553,-0.004095912,0.23108047,1.3423845,326.75903,-7.663368,0.84094125,0.9730556,324.33215,54.527855,326.75522,a0,832.209716796875,850.4385402829939,0.01935725091646517,0.0193572855399189,2.5172951727998882e-06,1.1323111293003174e-06,3.009116991346874e-07,
new_4_1,0.001,128,-0.0096229496633178,,,,,4.192811925375379,56.576103,0.01466769,0.24081323,1.345921,53.492153,0.007817447,0.22431335,1.3814049,56.568794,0.014660299,0.2409768,1.3460543,53.491455,0.007822931,0.22451769,1.3813096,321.83856,-7.043071,0.8279159,0.9558679,56.93545,0.0035914183,0.24028654,1.3005204,317.2477,-7.250123,0.8169917,0.9527794,321.83862,56.9338,317.2503,a0,1425.2332763671875,1411.5016629148158,-0.009625909086491491,-0.009625957866067951,4.910327645199497e-06,3.138151931600733e-06,6.251142369208587e-07,
new_4_1,0.001,512,0.0066273175951598,,,,,3.559249102194989,50.638786,0.016505897,0.21468453,1.4239492,54.86293,0.019470394,0.23078497,1.354338,50.640373,0.016507447,0.21466272,1.4240122,54.85978,0.019485712,0.23082091,1.354381,326.7184,-7.17362,0.83889073,0.9662118,56.13285,0.012767553,0.23866643,1.3580519,318.61996,-7.1820965,0.8184556,0.96382314,326.71707,56.1319,318.62158,a0,1220.23779296875,1212.7906852583692,0.006624819780901032,0.006624680110833151,3.102498039999485e-06,1.469855145800128e-06,4.549215696764331e-07,
new_4_1,0.001,2048,0.0007933090088214,,,,,3.8679959101090526,52.93432,0.016298354,0.2222916,1.3672901,53.74478,0.014030755,0.23135205,1.412294,52.93512,0.016297877,0.2223152,1.3672705,53.748215,0.014032006,0.23129795,1.41232,318.1666,-7.6314144,0.8163973,0.9545782,54.14206,0.021259487,0.22796685,1.375429,319.4901,-6.9510283,0.82056123,0.9598433,318.16443,54.143986,319.4918,a0,1322.37158203125,1328.5895429362427,0.0007916725393953869,0.00079171262873265,7.926766733499938e-06,2.4506535061000157e-06,8.391346973307414e-07,
new_4_1,0.01,32,0.0193588684490438,,,,,2.974448335876501,39.268612,0.022217989,0.25325826,1.329252,55.489666,-2.3961067e-05,0.2321533,1.3953115,39.12778,0.022160351,0.25565517,1.3221936,55.50282,0.000120162964,0.23290199,1.3962213,324.3614,-7.298932,0.83248615,0.9751581,54.545555,-0.004560709,0.23077215,1.3422021,326.83722,-7.662671,0.838975,0.97321314,324.37527,54.53667,326.79843,a0,832.209716796875,839.8198688155389,0.01935726371931296,0.01935729494530235,3.2634728782988953e-06,1.2659015376018101e-06,3.3671059758024165e-07,
new_4_1,0.01,128,-0.0096230144354289,,,,,4.201444806620758,56.646675,0.014730334,0.23856805,1.3448374,53.507504,0.007581651,0.22224809,1.3824978,56.568874,0.014657497,0.24097714,1.3460562,53.49643,0.007638335,0.22453856,1.381438,321.75772,-7.038479,0.8249973,0.9556323,56.951458,0.0036932826,0.23878603,1.301377,317.14417,-7.2463408,0.81516224,0.9525263,321.75797,56.930992,317.1695,a0,1425.2332763671875,1472.3673275511828,-0.009625905982707034,-0.0096259452409078,4.936457336299563e-06,3.0970444341010123e-06,6.270317319419754e-07,
new_4_1,0.01,512,0.0066271465509448,,,,,3.559663296166509,50.628136,0.016489029,0.21449083,1.4234843,54.89403,0.019343078,0.23032084,1.3540207,50.640373,0.016507328,0.21466272,1.4240122,54.859425,0.019498408,0.23081942,1.3543721,326.7271,-7.1741343,0.83992594,0.9661986,56.14393,0.012856543,0.23672715,1.359033,318.602,-7.1855717,0.8157771,0.96378,326.71323,56.13149,318.61774,a0,1220.23779296875,1238.904342699243,0.0066248015418683545,0.0066246877080160995,3.2844182482998086e-06,1.3864699845000245e-06,4.5077400345805665e-07,
new_4_1,0.01,2048,0.0007930779102753,,,,,3.8669675498081832,52.93078,0.016299725,0.2220138,1.3675624,53.717346,0.01402086,0.23113005,1.4121511,52.935123,0.016297698,0.22231524,1.3672706,53.74811,0.014035761,0.23129751,1.4123173,318.19617,-7.635824,0.81486595,0.95458806,54.128197,0.021275878,0.22712909,1.3749064,319.48553,-6.947622,0.8184739,0.95989835,318.17416,54.14411,319.50143,a0,1322.37158203125,1330.1722292453633,0.000791762423941959,0.00079171689849895,3.2475617769000143e-06,2.041933132699951e-06,5.071021843070663e-07,
new_4_1,0.1,32,0.0193583047137853,,,,,2.928374299546427,40.920746,0.022248983,0.23226179,1.4071226,55.655777,-0.0043706894,0.21807519,1.3942856,39.131104,0.021994174,0.25567687,1.3223059,55.585953,-0.0028774738,0.23325084,1.3983126,324.70047,-7.271985,0.81050676,0.976796,54.909027,-0.009295344,0.21574596,1.3451263,327.65305,-7.6425543,0.8177854,0.97488844,324.80783,54.62702,327.2322,a0,832.209716796875,841.0119146446959,0.01935722775900653,0.019357286532391202,2.705448098900415e-06,1.8454067182011036e-06,3.446914272882216e-07,
new_4_1,0.1,128,-0.0096227359485019,,,,,4.287793817773905,57.812523,0.015097797,0.21036327,1.3449446,54.070343,0.0047373176,0.20268053,1.404117,56.57692,0.014377177,0.24101141,1.3462477,53.553795,0.00550884,0.22477934,1.3829194,321.01685,-6.969275,0.77872485,0.9534776,57.506535,0.004294753,0.21457139,1.319039,316.18192,-7.1810865,0.7714589,0.950214,320.95093,56.910084,316.361,a0,1425.2332763671875,1393.2380084042961,-0.009625920109180817,-0.0096259733268013,5.989805772399839e-06,4.369892882698928e-06,7.526816443866821e-07,
new_4_1,0.1,512,0.0066270585791472,,,,,3.5637945494069774,50.87786,0.016096711,0.19686148,1.4288461,55.50732,0.017864108,0.2183994,1.358272,50.640396,0.016506493,0.2146628,1.4240128,54.85589,0.01962483,0.23080453,1.3542849,326.8633,-7.161598,0.81462103,0.9662125,56.54498,0.013582587,0.22000208,1.3759637,318.48273,-7.198098,0.770334,0.963532,326.67453,56.12736,318.57904,a0,1220.23779296875,1241.421819486277,0.006624803115625606,0.0066246895430260005,2.9026335157996547e-06,1.4157711462001177e-06,4.510855543115683e-07,
new_4_1,0.1,2048,0.0007962050129224,,,,,3.856653762331849,53.254227,0.01610136,0.19877535,1.3795888,53.798454,0.013743937,0.21546064,1.420099,52.93518,0.016295552,0.22231548,1.3672721,53.747086,0.014073372,0.2312931,1.4122903,318.55005,-7.655673,0.780904,0.9548606,54.321827,0.021178901,0.20857725,1.3781161,319.49792,-6.8934813,0.78453434,0.9606248,318.27057,54.14537,319.59732,a0,1322.37158203125,1318.2074017095147,0.000791791165895908,0.0007917800996321499,7.589761573100059e-06,2.579148255799947e-06,7.715035142566293e-07,
new_4_2,0.0001,32,,-3.876817073289191,,,,-0.0021423674397796,5.646265,0.9796395,0.036888823,0.19080012,7.535466,0.98156935,0.031620365,0.18956037,5.645958,0.97964025,0.03688986,0.19078644,7.5357833,0.9815679,0.0316218,0.18956912,44.200695,0.8458296,0.11364724,0.13287544,7.439343,0.98131037,0.031528518,0.18315002,44.27066,0.84096706,0.11396363,0.1318346,44.20054,7.4395123,44.271027,a1,5.282341003417969,5.5675560036443805,-3.8768020845473496,-3.8768024354531185,4.103273653432993e-05,2.387157849881305e-05,6.269371936859224e-06,
new_4_2,0.0001,128,,2.8613918600303707,,,,0.2631744504900922,17.699957,0.903536,0.07539609,0.42116085,17.369452,0.8953855,0.07289865,0.4485338,17.69918,0.9035419,0.075396545,0.42115197,17.36937,0.89538634,0.072903804,0.44852915,70.607605,0.6128758,0.18169299,0.2097061,18.48737,0.8949381,0.078061,0.42227283,69.84659,0.60010713,0.179861,0.20976663,70.6076,18.487566,69.84634,a1,5.993551254272461,10.845925980074197,2.861480750109637,2.8614799689190784,0.0001989942631217545,5.772418455007866e-05,1.940806438860795e-05,
new_4_2,0.0001,512,,-1.916923058746009,,,,0.0223572019879547,9.466928,0.9656285,0.040130533,0.26621056,10.06577,0.96699077,0.04235053,0.248502,9.467329,0.9656258,0.040131666,0.2662222,10.065784,0.96699035,0.04235149,0.24850458,51.842224,0.79420584,0.13304572,0.1533148,10.351449,0.9664259,0.044048145,0.25042498,50.675163,0.79304105,0.13020419,0.15329182,51.842358,10.351289,50.67503,a1,5.444628715515137,5.637345936503323,-1.9168778193016025,-1.916879566997919,0.00014527616158610535,8.15960454514375e-05,2.241381727049774e-05,
new_4_2,0.0001,2048,,-0.228537558048635,,,,0.0802006879215209,12.377282,0.94621915,0.051983133,0.31969595,12.450739,0.94709086,0.053582627,0.3271645,12.377255,0.94621956,0.0519816,0.3196943,12.45089,0.94709027,0.053580668,0.32716697,57.56082,0.7175046,0.14767414,0.17269808,12.388851,0.9487572,0.052178007,0.3147312,57.37069,0.7436079,0.14735703,0.17235738,57.561073,12.38879,57.370487,a1,5.754489898681641,5.209506241499184,-0.22822734545964,-0.22822554192687333,0.0005006093860353,0.00030979749384560384,8.215103156734316e-05,
new_4_2,0.001,32,,-3.876827552916641,,,,-0.0026008989768932,5.649302,0.9796305,0.036881287,0.19093247,7.5332427,0.98157907,0.031608365,0.18949735,5.64595,0.9796403,0.036889806,0.19078615,7.53627,0.98156554,0.03162384,0.18958136,44.197723,0.8458559,0.11362098,0.13286735,7.438697,0.9813138,0.031523623,0.18312591,44.262917,0.8410313,0.11391426,0.13181052,44.196117,7.440248,44.266598,a1,5.282341003417969,5.8440654118785496,-3.8768019565957808,-3.8768017029304467,5.770943513994098e-05,2.9285790841271364e-05,8.02881282730771e-06,
new_4_2,0.001,128,,2.8614173188262444,,,,0.2640396565444149,17.70714,0.9034808,0.075369515,0.4212452,17.371305,0.8953652,0.072844625,0.44860426,17.699223,0.9035415,0.075396724,0.42115298,17.370365,0.8953743,0.072907984,0.44855487,70.61631,0.61278176,0.18165743,0.20973206,18.486298,0.8949559,0.07801832,0.42226428,69.85739,0.59997404,0.17990014,0.20980036,70.61614,18.488144,69.85489,a1,5.993551254272461,4.9498658540749885,2.8614800379812237,2.86147697026428,0.00017715016920361037,6.25534652041182e-05,1.7993473804850533e-05,
new_4_2,0.001,512,,-1.916935729364022,,,,0.0223976425634126,9.463477,0.9656516,0.040120672,0.26611045,10.065742,0.96699387,0.042342283,0.24848138,9.467313,0.96562594,0.040131595,0.26622173,10.065723,0.9669907,0.042351235,0.24850307,51.841354,0.79421204,0.13310921,0.15331163,10.353003,0.96641713,0.04401904,0.2504757,50.676754,0.79301625,0.130176,0.15329683,51.842705,10.351234,50.675373,a1,5.444628715515137,2.9223659432294284,-1.9168771512795428,-1.9168816870652674,0.000179293545729875,9.460665746585661e-05,2.4520974718129647e-05,
new_4_2,0.001,2048,,-0.2283786211806465,,,,0.0801083889107057,12.377915,0.94621223,0.05197964,0.31972077,12.449747,0.9470931,0.053591702,0.32715183,12.3775015,0.9462174,0.051982634,0.31970066,12.451101,0.9470885,0.05358158,0.32717255,57.558258,0.71751976,0.1476912,0.17268896,12.389835,0.94874585,0.052167792,0.3147523,57.372177,0.74360406,0.14735162,0.17236307,57.560726,12.389079,57.370144,a1,5.754489898681641,15.999221574247713,-0.22821768787377295,-0.22821703115046538,0.00031510975063039903,0.0002755531137939027,6.550365259687194e-05,
new_4_2,0.01,32,,-3.8768332344901806,,,,-0.0072130755440945,5.7084727,0.9793371,0.036816116,0.19323319,7.526008,0.98160434,0.03148672,0.18924472,5.6461744,0.9796387,0.03689127,0.19079375,7.5414376,0.98154026,0.031645525,0.18971136,44.17038,0.8461044,0.113365,0.13279356,7.446661,0.98127675,0.031505443,0.18323994,44.18804,0.84165716,0.11342852,0.13157737,44.15196,7.447925,44.22237,a1,5.282341003417969,7.030851647898076,-3.876801715460043,-3.8768010610103816,5.1516004327734066e-05,3.503003017790718e-05,8.037302582312068e-06,
new_4_2,0.01,128,,2.861395085144937,,,,0.2726733659036766,17.793417,0.90278685,0.07493716,0.42242998,17.402052,0.8950297,0.07228094,0.44962478,17.699446,0.90353906,0.07539768,0.42115828,17.380089,0.8952571,0.0729488,0.44880596,70.705215,0.61183286,0.18129049,0.2099971,18.487362,0.8950136,0.0775138,0.42244798,69.96773,0.5986315,0.1798395,0.21014449,70.70047,18.493658,69.93926,a1,5.993551254272461,5.712458242688885,2.8614813546746216,2.8614796468065773,0.00025715624154010186,4.924952968332619e-05,2.2244568115934886e-05,
new_4_2,0.01,512,,-1.916980183475664,,,,0.0228143097906934,9.448168,0.96574765,0.040028047,0.2656491,10.082231,0.9669189,0.042302374,0.24868913,9.467251,0.9656264,0.040131334,0.26622,10.065215,0.96699405,0.042349096,0.24849053,51.836193,0.7942511,0.13325666,0.15329018,10.384417,0.9662294,0.043785203,0.2513676,50.696888,0.7927404,0.12980886,0.15335952,51.846577,10.3508005,50.679245,a1,5.444628715515137,5.583040790892205,-1.9168731383521467,-1.9168733832332374,0.0002459758048503069,8.308189353756212e-05,2.5087140011215013e-05,
